object_id,global_id,row_id,parent_row_id,camp_name,num_employee,employ_others,yes_employ_others,avg_customers,business_type,market_condition,market_security,materials_buy,materials_buy_refined_cxc9401,materials_buy_refined_newNames,materials_buy_x,materials_buy_y,market_depth,market_depth_other,cash_food_local,no_travel_needs,outside_job,outside_job_yes_where,outside_job_yes_where_x,outside_job_yes_where_y,outside_job_yes_what,outside_job_yes_what_other,paid_locals_same,competition,income_compare,business_start,sell_food_assistance,sell_food_assistance_yes,customer_locations,customer_locations_camp,customer_locations_camp_change,customer_locations_camp_change_why,entrepreneurship_training,training_grow,training_grow_other,finances_care,finances_care_other,business_leave_camp,business_leave_camp_when,business_five_years,leave_camp_support_business,id_problem_fequency,informal_banking_services,key_good_demand_change,Business_Final_21_Feb_creation_date,Business_Final_21_Feb_creator,Business_Final_21_Feb_edit_date,Business_Final_21_Feb_editor,x,y,ObjectID,GlobalID,household_money_supply,household_money_supply_other,household_money_supply_other_traders,goods_repeat_final_21_Feb_creation_date,goods_repeat_final_21_Feb_creator,goods_repeat_final_21_Feb_edit_date,goods_repeat_final_21_Feb_editor
110,aee8bfa3-1f34-4e01-8cdc-14cfff88b47d,cb356296-069e-4e88-9e0f-ea63160c5d37,,kigeme,1,noemploy,,50,"grocery,general",poor,good,Gasarenda and huye,"Gasarenda,Huye","Gasarenda,Huye","29.481358, 29.75","-2.503111, -2.6",daily,,yes,,no,,,,,,,five,increased,12/9/2015,,,districtonly,,no,,yes,"financing,training",,"mobilemoney,other",Bank,no,,She use 1 million to day after 5 years she will use 3 millions,daily,frequent,"saco,mobile",yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52361,-2.48746,,,,,,,,,
111,0f31725f-18d1-44ac-b59c-84e4573a0235,4dacf933-f5db-4634-8d58-eff0a9f8f5dd,,kigeme,1,noemploy,,10,general,poor,good,Gasarenda and nyamagabe town,"Nyamagabe,Gasarenda","Nyamagabe,Gasarenda","29.466667, 29.481358","-2.4, -2.503111",house,,yes,,no,,,,,,,five,decrease,########,,,districtonly,,no,,no,"financing,training",,mobilemoney,,yes,,His business will grow up 5 times,weekly,frequent,"mobile,microloan",no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52272,-2.48475,,,,,,,,,
112,2820e3d7-2607-4fc6-8bb7-d697fd8dfaf3,8428a6bc-9cd4-4a55-ad85-a30543af1cee,,kigeme,1,noemploy,,18,restaurant,poor,good,Kibirizi,Kibirizi,Kibirizi,29.782501,-2.650573,house,,yes,,no,,,,,,,five,increased,1/19/2017,,,aroundcamp,Kigeme center and gakoma,no,,no,"financing,training",,other,Cooperative,yes,,He hope that his business will expanded around the camp with a capital of 800 000rwf,daily,frequent,"microloan,mobile",no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52295,-2.48445,,,,,,,,,
113,1548152f-8737-4205-895d-7cd970ae8136,37a6c043-aa04-49b7-a112-2c0a3c542e6b,37a6c043-aa04-49b7-a112-2c0a3c542e6b,mugombwa,1,noemploy,,20,general,good,good,Huye town,Huye,Huye,29.75,-2.6,house,,yes,,no,,,,,,,five,decrease,4/30/2014,no,,aroundcamp,In the camp,no,,no,financing,,remittances,,no,,I hope to have developed,monthly,monthly,commbank,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.85071,-2.67612,61,1c6bdeed-bdd5-4e9d-9b7e-23b599f0313b,firewood,,Insufficient capital,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS
114,e9139f16-c833-4bea-9a23-bd846dc323ad,3c7cb929-6c03-40be-83c7-ff9662b569ea,3c7cb929-6c03-40be-83c7-ff9662b569ea,mugombwa,1,noemploy,,20,general,average,good,Kabuga trading center,Kabuga,Kabuga,30.229524,-1.975726,house,,yes,,yes,I work as aguard at school,,,security,,less,five,increased,########,yes,4,aroundcamp,In the camp,no,,no,financing,,mobilemoney,,no,,My business will increase,monthly,monthly,mobile,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.86596,-2.69482,62,daf06b13-d014-4c53-80c6-956a97190954,other,All goods will be supplied,,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS
115,5ad10589-db6e-45f6-876b-955dafddd0e3,40acd1f8-fc0f-4066-80c9-729f43b9fc94,40acd1f8-fc0f-4066-80c9-729f43b9fc94,mugombwa,1,noemploy,,30,general,average,good,Kabuga whole Sellers,Kabuga,Kabuga,30.229524,-1.975726,house,,yes,,no,,,,,,,five,increased,7/31/2016,no,,aroundcamp,In the camp,yes,Because of variety of commodities,no,financing,,mobilemoney,,no,,I hope to be a supplier to other traders,weekly,monthly,mobile,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.85104,-2.67708,63,f325dd53-8efc-47db-9f88-c8344f2273cb,other,All could be supplied without hindrance,,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS
116,80bc286e-265d-417f-8679-7f87e2973ec8,71b8d9f8-b51e-4cdb-8265-ffe0c3f435aa,71b8d9f8-b51e-4cdb-8265-ffe0c3f435aa,mugombwa,1,noemploy,,35,general,poor,good,Kabuga trading center,Kabuga,Kabuga,30.229524,-1.975726,house,,yes,,yes,In the camp salon,,,other,Barber,less,four,increased,6/4/2014,no,,aroundcamp,In the camp,yes,Good customer care,no,financing,,remittances,,no,,It will be well developed,daily,monthly,saco,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.84957,-2.67495,64,8f29e03a-ccab-4d7b-9896-366f9887d088,firewood,,Insufficient capital,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS
117,d731db60-1753-4471-9e96-5a83216c698b,af4f4a5f-e270-4e78-b528-f2e06b4c4ddb,af4f4a5f-e270-4e78-b528-f2e06b4c4ddb,mugombwa,1,noemploy,,20,general,poor,good,Huye town,Huye,Huye,29.75,-2.6,house,,yes,,no,,,,,,,five,increased,4/19/2014,no,,aroundcamp,In the camp,yes,Because of good customer care,no,financing,,remittances,,no,,I hope to be a whole seller,weekly,monthly,saco,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.85275,-2.67862,65,7332926e-89fd-4f73-92b1-eaa55bd786e8,firewood,,Because of insufficient capital,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS
118,303584d6-83c4-4f7e-9676-d247c4099876,795d837c-3e4e-415d-8a5a-2209353594e0,795d837c-3e4e-415d-8a5a-2209353594e0,kigeme,1,noemploy,,12,"business,restaurant",good,good,kigeme,KigemeTown,Kigeme,29.527007,-2.484313,house,,yes,,no,,,,,,,two,increased,########,,,aroundcamp,in village,yes,,no,"financing,training",,underbed,,no,,increase,daily,monthly,nobank,yes,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,29.51313,-2.49161,66,114942cd-5b08-43a8-af16-45e7aa9f5249,,,small capital,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
119,fa2239a7-3307-434f-b868-36d376b6b489,7853cbed-e913-4a5c-a309-5a4ac8df1867,7853cbed-e913-4a5c-a309-5a4ac8df1867,kigeme,1,noemploy,,10,"business,general",average,good,gas arena,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,no,,,,,,,three,increased,########,,,districtonly,,no,,no,"financing,training",,"underbed,mobilemoney",,no,,increase,monthly,monthly,mobile,yes,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,78.37012,90,67,142fbc53-cf41-495f-ba4c-e55adedb140e,,,small capital,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
120,b9c084fe-baed-4fae-a5db-33c4c6a2f80e,1158e02d-a1a6-4e3c-a85a-26fa1e68fae1,1158e02d-a1a6-4e3c-a85a-26fa1e68fae1,kigeme,1,noemploy,,20,"clothing,general",good,good,nyamagabe,Nyamagabe,Nyamagabe,29.466667,-2.4,house,,yes,,no,,,,,,,two,increased,########,,,districtonly,,yes,,yes,"training,financing",,mobilemoney,,no,,increase,weekly,monthly,"mobile,saco",yes,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,29.51313,-2.49161,68,e6523dc1-87e5-4b8d-815b-64859bd54e8b,,,small capital,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
121,e1c1fd36-ec71-43ea-bc95-6d81fb07a140,125bdca3-e748-43a9-8983-c13a6781a455,125bdca3-e748-43a9-8983-c13a6781a455,kigeme,1,noemploy,,8,restaurant,average,good,kigeme,KigemeTown,Kigeme,29.527007,-2.484313,house,,yes,,no,,,,,,,five,decrease,2/15/2016,,,aroundcamp,everywhere,yes,,no,"financing,training",,mobilemoney,,no,,increase,daily,monthly,mobile,yes,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,-118.214,-85.0508,69,8cb5a9c1-aff3-4ebb-9c17-38fe25988c3b,,,small capital,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
122,487c291e-7913-4b28-abdc-dfc6103e95a5,12ae7881-8bb1-49cd-baf6-25066025791f,12ae7881-8bb1-49cd-baf6-25066025791f,kigeme,1,noemploy,,130,"general,restaurant",good,good,nyamagabe andgasa renda,"Nyamagabe,Gasarenda","Nyamagabe,Gasarenda","29.466667, 29.481358","-2.4, -2.503111","formal,house",,yes,,no,,,,,,,four,increased,6/15/2010,,,districtonly,,yes,because we are in cooperative,yes,financing,,"underbed,other",cooperative,no,because of small capital,it will increase,weekly,monthly,saco,yes,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,29.51313,-2.49161,70,22aad23c-05be-4e97-93a3-c1cc7b44d746,,,because of small capital,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
123,9db8baba-3e19-4958-85c2-470d7759a348,1950cac6-1245-4767-8528-c34eb80d79c2,1950cac6-1245-4767-8528-c34eb80d79c2,kigeme,1,noemploy,,100,"grocery,business,general",good,good,gas arena,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,no,,,,,,,zero,increased,########,,,aroundcamp,in the camp,yes,,no,"financing,training",,mobilemoney,,yes,,increase,monthly,monthly,mobile,yes,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,29.51313,-2.49161,71,134560b5-a7d1-494f-a647-5107aa32f476,,,because of small capital,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
124,8f9da1e9-4921-48ee-ba0b-55f7b86325d7,b7d70402-4819-4bd9-8995-eddd8019b5e8,b7d70402-4819-4bd9-8995-eddd8019b5e8,kigeme,110,noemploy,,10,butcher,good,good,g a sarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,no,,,,,,,five,increased,########,,,aroundcamp,in the camp,yes,,no,"financing,training",,"mobilemoney,other",cooperative,no,Imone,increase,monthly,frequent,mobile,yes,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,-128.093,-85.0498,72,9f21e6cd-0876-4412-bec9-f00ca521eafa,,,because of small capital,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
125,b2b5ea40-b9cf-49a4-b50f-2b7b17e91783,ef650f3b-1200-40f7-9e56-87e0dcb1eaaf,ef650f3b-1200-40f7-9e56-87e0dcb1eaaf,kigeme,12,yesother,11,10,grocery,good,good,Huye,Huye,Huye,29.75,-2.6,formal,,yes,,no,,,,,,,five,increased,########,,,districtonly,,yes,cash,yes,financing,,mobilemoney,,no,,increase,daily,daily,"mobile,commbank",yes,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,29.51325,-2.49127,73,877ed06f-f7e5-455a-b54d-5af243df4de3,,,because capital,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
126,c38efc70-def8-4793-9f90-58e13af44058,54bbcef9-5157-448a-a963-a0f7759ed772,54bbcef9-5157-448a-a963-a0f7759ed772,kigeme,5,yesother,4,100,"general,grocery,business",good,good,kigali,Kigali,Kigali,30.059444,-1.943889,formal,,yes,,no,,,,,,,zero,increased,7/7/2014,,,aroundcamp,from everywhere,yes,new year,yes,"financing,training",,mobilemoney,,yes,,outside the camp in a local village,monthly,daily,"commbank,saco,mobile",yes,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,29.51313,-2.49161,74,05ceb8a3-7399-403a-8af8-e980f085fa11,,,the lost of capital,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
127,fb29c2cd-0395-4198-80ae-2cf1151901e1,8e426352-423f-40e5-85f2-c0347a38339f,8e426352-423f-40e5-85f2-c0347a38339f,mugombwa,1,noemploy,,15,hair,good,average,Butare,Huye,Huye,29.75,-2.6,nosell,,yes,,no,,,,,,,three,unsure,3/30/2013,no,,aroundcamp,everywhere,no,,no,financing,,mobilemoney,,no,N/A,he doesn't plan to continue the business for 5 years,daily,daily,mobile,no,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS,29.85135,-2.67485,75,453a0af4-5dc4-4a7c-a9da-937a6baf1a95,other,,said if they are given money they cannot supply their goods,1/26/2017,ser4139@rit.edu_RITArcGIS,1/26/2017,ser4139@rit.edu_RITArcGIS
